OBJECTID,Park_Name,Functional,Condition,RoofMatrl,Water,Electricty,Comment,InspctDate,BuildName,Area_Sqft,Stories,Sprinkler,HC_Access,Cooling,Heating,wpMaterial,RoofStruct,Sewer,NaturalGas,LPGas,Telephone,Cable
703,Lake Murray State Park,Cabin,,,,,,7/26/2010,Cabin 25,336,1,No,,None,None,Wood,,,,,,
704,Lake Murray State Park,Cabin,,,,,,7/26/2010,Cabin 22,357,1,No,,None,None,Wood,,,,,,
705,Lake Murray State Park,Cabin,,,,,,7/26/2010,Cabin 24,328,1,No,,None,None,Wood,,,,,,
706,Lake Murray State Park,Cabin,,,,,,7/26/2010,Cabin 21,407,1,No,,None,None,Wood,,,,,,
707,Lake Murray State Park,Cabin,,,,,,7/26/2010,Cabin 8,1216,1,No,,None,None,Wood,,,,,,
708,Lake Murray State Park,Community Building,,,,,Should be community house,7/26/2010,Cabin 5,2555,1,No,,Window Unit,Window Unit,Combination,,,,,,
709,Lake Murray State Park,Cabin,,,,,,7/26/2010,Cabin 7,654,1,No,,None,None,Wood,,,,,,
710,Lake Murray State Park,Cabin,,,,,,,Cabin,615,1,No,,None,None,Wood,,,,,,
711,Lake Murray State Park,Cabin,,,,,,7/26/2010,Cabin 19,335,1,No,,None,None,Wood,,,,,,
712,Lake Murray State Park,Cabin,,,,,,7/26/2010,Cabin 17,1127,1,No,,None,None,Wood,,,,,,
713,Lake Murray State Park,Pit /Toilet,,,,,,8/3/2010,,78,1,No,,None,None,Metal,,,,,,
714,Lake Murray State Park,Comfort Station,Keep,Concrete,Yes,Yes,,12/17/2019,Comfort Station,1160,1,No,Accessible,Other,Other,Concrete,Gable,Yes,No,No,No,No
715,Lake Murray State Park,Bathhouse/Comfort Station,,,,,,12/17/2019,Comfort station,309,1,No,,None,None,Masonry/Concrete,,,,,,
716,Lake Murray State Park,Bathhouse/Comfort Station,Keep,Asphalt,Yes,Yes,,12/17/2019,Comfort Station,1088,1,No,Accessible,None,Central,Masonry/Concrete,Gable,Yes,No,No,No,No
717,Lake Murray State Park,Maintenance Building,,,,,Water Pump House,5/24/2011,Unnamed,458,1,No,,None,None,Masonry/Concrete,,,,,,
718,Lake Murray State Park,Maintenance Building,,,,,,5/23/2011,Golf Maintenance Shed,1328,1,No,,None,None,Metal,,,,,,
719,Lake Murray State Park,Maintenance Building,,,,,,5/23/2011,Golf Maintenance Shed,1400,1,No,,Window Unit,None,Metal,,,,,,
720,Lake Murray State Park,Storage Building,,,,,,2/12/2012,Chemical Storage,151,1,No,Non-Accessible,None,None,Wood,,,,,,
721,Lake Murray State Park,Shelter/Pavilion,Keep,,,,,,SHL03,1585,1,No,,,,,,,,,,
722,Lake Murray State Park,Bathhouse/Comfort Station,,,,,,2/21/2012,Comfort station,734,1,No,,None,None,,,,,,,
723,Lake Murray State Park,Residence,,,,,,2/21/2012,,1472,1,,,Central,Central,,,,,,,
724,Lake Murray State Park,Clubhouse/Pro shop,,,,,,5/23/2011,Old Pro Shop,2535,1,No,,Central,Central,Masonry/Concrete,,,,,,
725,Lake Murray State Park,Bathhouse/Comfort Station,,,,,,8/2/2010,Comfort station,775,1,No,,None,None,Masonry/Concrete,,,,,,
726,Lake Murray State Park,Bathhouse/Comfort Station,,,,,,12/17/2019,Bathhouse,2046,1,No,,None,None,Masonry/Concrete,,,,,,
727,Lake Murray State Park,Community Building,,,,Yes,,12/17/2019,3,2967,1,No,,Central,Central,Wood,,,,,,
728,Lake Murray State Park,Cabin,,,,,,7/27/2010,Cabin 15,405,1,No,,None,None,Wood,,,,,,
729,Lake Murray State Park,Cabin,,,,,,7/27/2010,Cabin 13,401,1,No,,None,None,Wood,,,,,,
730,Lake Murray State Park,Cabin,,,,,,7/27/2010,Cabin 16,378,1,No,,None,None,Wood,,,,,,
731,Lake Murray State Park,Cabin,,,,,,7/27/2010,Cabin 14,271,1,No,,None,None,Wood,,,,,,
732,Lake Murray State Park,Maintenance Building,,,,,,7/27/2010,storage building,377,1,No,,None,None,Masonry/Concrete,,,,,,
733,Lake Murray State Park,Cabin,,,,,,7/27/2010,Cabin 17,416,1,No,,None,None,Wood,,,,,,
734,Lake Murray State Park,Cabin,,,,,,7/27/2010,Cabin 12,415,1,No,,None,None,Wood,,,,,,
735,Lake Murray State Park,Cabin,,,,,,7/27/2010,Cabin 10,274,1,No,,None,None,Wood,,,,,,
736,Lake Murray State Park,Cabin,,,,,,7/27/2010,Cabin 11,505,1,No,,None,None,Wood,,,,,,
737,Lake Murray State Park,Cabin,,,,,,7/27/2010,Cabin 9,403,1,No,,None,None,Wood,,,,,,
738,Lake Murray State Park,Cabin,,,,,,7/27/2010,Cabin 4,513,1,No,,None,None,Wood,,,,,,
739,Lake Murray State Park,Cabin,,,,,,7/27/2010,Cabin 3,321,1,No,,None,None,Wood,,,,,,
740,Lake Murray State Park,Cabin,,,,,,7/27/2010,Cabin 8,396,1,No,,None,None,Wood,,,,,,
741,Lake Murray State Park,Cabin,,,,,,7/27/2010,Cabin 7,455,1,No,,None,None,Wood,,,,,,
742,Lake Murray State Park,Cabin,,,,,,7/27/2010,Cabin 6,428,1,No,,None,None,Wood,,,,,,
743,Lake Murray State Park,Cabin,,,,,,7/27/2010,Cabin 5,422,1,No,,None,None,Wood,,,,,,
744,Lake Murray State Park,Storage Building,,,,,,7/27/2010,storage building,333,1,No,,None,None,Wood,,,,,,
745,Lake Murray State Park,Bathhouse/Comfort Station,,,,,,10/16/2010,Buzzards Roost Restroom,811,1,No,Usable,None,None,Masonry/Concrete,,,,,,
746,Lake Murray State Park,Residence,,,,,Vinyl Siding,2/10/2012,House,2200,1,No,,Central,Central,Other,,,,,,
747,Lake Murray State Park,Storage Building,,,,,Vinyl Siding,2/10/2012,Storage,291,1,No,,None,None,Other,,,,,,
748,Lake Murray State Park,Other,,,,,Privately Owned Boat Repair,2/21/2012,,6799,1,No,,Window Unit,,Metal,,,,,,
749,Lake Murray State Park,Bathhouse/Comfort Station,Keep,Concrete,Yes,Yes,,10/30/2019,Restroom Tent Area,608,1,No,Accessible,None,None,Concrete,Gable,Yes,No,No,No,No
750,Lake Murray State Park,Cabin,,,,,,12/17/2019,,1958,1,No,,Central,Central,Combination,,,,,,
751,Lake Murray State Park,Cabin,,,,,Unused Old CCC Cabin,10/16/2010,Buzzards Roost,1178,1,No,Non-Accessible,None,None,Combination,,,,,,
752,Lake Murray State Park,Storage Building,,,,,,12/17/2019,Unnamed,376,1,No,Non-Accessible,None,None,Combination,,,,,,
753,Lake Murray State Park,Bathhouse/Comfort Station,,,,,,12/17/2019,,255,1,No,,,,,,,,,,
754,Lake Murray State Park,Bathhouse/Comfort Station,,,,,,12/17/2019,Bathhouse,661,1,No,Non-Accessible,None,None,Wood,,,,,,
755,Lake Murray State Park,Other,,,,,Historical Building,12/17/2019,Rock Tower,355,2,No,,None,None,Masonry/Concrete,,,,,,
756,Lake Murray State Park,Bathhouse/Comfort Station,,,,,,12/17/2019,Bathhouse,664,1,No,Non-Accessible,None,None,Wood,,,,,,
757,Lake Murray State Park,Bathhouse/Comfort Station,Keep,,,,,12/17/2019,Bathhouse,886,1,No,,None,None,Masonry/Concrete,,,,,,
758,Lake Murray State Park,Other,,,,,2 Story Main Building + 5 Story Tower,2/10/2012,Tucker Tower,2576,1,No,,Central,Central,Masonry/Concrete,,,,,,
759,Lake Murray State Park,Other,,,,,Greenhouse,2/10/2012,,1075,1,No,,None,None,Wood,,,,,,
760,Lake Murray State Park,,,,,,,12/18/2019,,237,1,No,,,,,,,,,,
761,Lake Murray State Park,Storage Building,,,,,,12/18/2019,Storage,128,1,No,,None,None,Metal,,,,,,
762,Lake Murray State Park,Other,,,,,Greenhouse,12/18/2019,,185,1,No,,None,None,Wood,,,,,,
763,Lake Murray State Park,Storage Building,,,,,,12/18/2019,Storage Unit,541,1,No,,None,None,Other,,,,,,
764,Lake Murray State Park,Bathhouse/Comfort Station,,,,,Vinyl Siding,12/17/2019,Bathroom,1021,1,No,,Central,Central,Other,,,,,,
765,Lake Murray State Park,,,,,,,,,268,1,No,,,,,,,,,,
766,Lake Murray State Park,Storage Building,,,,,Vinyl Siding,2/10/2012,Storage,152,1,No,,None,None,Other,,,,,,
767,Lake Murray State Park,Storage Building,,,,,Vinyl Siding,2/10/2012,Scuba J's Dive Shop,776,1,No,,Central,Central,Other,,,,,,
768,Lake Murray State Park,Clubhouse/Pro shop,,,,,Pro Shop,5/23/2011,Golf Pro Shop,4003,1,No,,Central,Central,Masonry/Concrete,,,,,,
769,Lake Murray State Park,Bathhouse/Comfort Station,Keep,Asphalt,Yes,Yes,1 toilet 3 showers,10/30/2019,Restroom,979,1,No,Non-Accessible,None,None,Wood,Gable,Yes,No,No,No,No
770,Lake Murray State Park,Cabin,,,,,,7/26/2010,Cabin 36,681,1,No,,None,None,Wood,,,,,,
771,Lake Murray State Park,Cabin,,,,,,7/26/2010,Cabin 20,449,1,No,,None,None,Wood,,,,,,
772,Lake Murray State Park,Cabin,,,,,,7/26/2010,Cabin 23,420,1,No,,None,None,Wood,,,,,,
773,Lake Murray State Park,Storage Building,,,,,,7/27/2010,Unnamed,121,1,No,,None,None,Masonry/Concrete,,,,,,
774,Lake Murray State Park,Storage Building,,,,,Storage,7/27/2010,Unnamed,152,1,No,,None,None,Masonry/Concrete,,,,,,
775,Lake Murray State Park,Bathhouse/Comfort Station,Keep,Asphalt,Yes,Yes,Fans for Cooling,12/17/2019,Bathhouse,1544,1,No,Usable,Other,None,Wood,Gable,Yes,No,No,No,No
776,Lake Murray State Park,Bathhouse/Comfort Station,,,,,,12/17/2019,Pit Toilet,132,1,No,,None,None,Metal,,,,,,
777,Lake Murray State Park,Pit /Toilet,,,,,,12/17/2019,,98,1,No,,None,None,Metal,,,,,,
778,Lake Murray State Park,Pit /Toilet,,,,,,12/17/2019,Toilets,400,1,No,,None,None,Metal,,,,,,
779,Lake Murray State Park,Stable,,,,,,8/1/2010,,671,1,No,,Window Unit,Window Unit,Wood,,,,,,
780,Lake Murray State Park,Maintenance Building,,,,,,8/1/2010,Stable storage,322,1,No,,None,None,Metal,,,,,,
781,Lake Murray State Park,Pit /Toilet,,,,,,12/17/2019,Women's Toliet,97,9999,No,,None,None,Metal,,,,,,
782,Lake Murray State Park,Pit /Toilet,,,,,,12/17/2019,Ski Jump Area Pit Toilet,131,1,No,,None,None,Metal,,,,,,
783,Lake Murray State Park,Pit /Toilet,,,,,,12/17/2019,Ski Jump Area Pit Toilet,143,1,No,,None,None,Metal,,,,,,
784,Lake Murray State Park,Residence,,,,,Single Wide Trailer House,8/3/2010,Ranger Residence,1204,1,No,,Central,Central,Combination,,,,,,
785,Lake Murray State Park,Storage Building,,,,,Car Shelter;,8/3/2010,Ranger Residence Storage,161,1,No,,Window Unit,None,Metal,,,,,,
786,Lake Murray State Park,Storage Building,Keep,Asphalt,No,No,,10/30/2019,Storage House,78,1,No,Usable,None,None,Wood,Gable,No,No,No,No,No
787,Lake Murray State Park,Storage Building,,,,,,12/17/2019,Storage,103,1,No,Non-Accessible,None,None,Wood,,,,,,
788,Lake Murray State Park,Storage Building,,,,,,12/17/2019,,104,1,No,,None,None,Metal,,,,,,
790,Lake Murray State Park,Pit /Toilet,Keep,Metal,No,No,,10/30/2019,Womens Pit Toilet,140,1,No,Non-Accessible,None,None,Metal,Flat,Yes,No,No,No,No
791,Lake Murray State Park,Pit /Toilet,Keep,Metal,No,No,,10/30/2019,Mens Pit Toilet,142,1,No,Non-Accessible,None,None,Metal,,Yes,No,No,No,No
792,Lake Murray State Park,,,,,,,10/17/2010,Memorial Bridge Shelter,246,9999,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
793,Lake Murray State Park,Other,,,,,Airport Facility Building is permanently closed,,,4750,1,No,,,,,,,,,,
794,Lake Murray State Park,Other,,,,,Airport Facility Building is permanently closed,,,4996,1,No,,,,,,,,,,
795,Lake Murray State Park,Other,,,,,Airport Facility Building is permanently closed,,,5581,1,No,,,,,,,,,,
796,Lake Murray State Park,Other,,,,,Airport Facility Building is permanently closed,,,5531,1,No,,,,,,,,,,
797,Lake Murray State Park,Other,,,,,Airport Facility Building is permanently closed,,,5919,1,No,,,,,,,,,,
798,Lake Murray State Park,Other,,,,,Airport Facility Building is permanently closed,,,1769,1,No,,,,,,,,,,
799,Lake Murray State Park,Other,,,,,Airport Facility Building is permanently closed,,,1683,1,No,,,,,,,,,,
800,Lake Murray State Park,Other,,,,,Airport Facility Building is permanently closed,,,2835,1,No,,,,,,,,,,
801,Lake Murray State Park,Other,,,,,Airport Facility Building is permanently closed,,,2372,1,No,,,,,,,,,,
802,Lake Murray State Park,Other,,,,,Airport Facility Building is permanently closed,,,6812,1,No,,,,,,,,,,
803,Lake Murray State Park,Other,,,,,Airport Facility Building is permanently closed,,,9706,1,No,,,,,,,,,,
804,Lake Murray State Park,Other,,,,,Airport Facility Building is permanently closed,,,9017,1,No,,,,,,,,,,
805,Lake Murray State Park,Other,,,,,Airport Facility Building is permanently closed,,,24596,1,No,,,,,,,,,,
806,Lake Murray State Park,Other,,,,,Airport Facility Building is permanently closed,,,10173,1,No,,,,,,,,,,
807,Lake Murray State Park,Other,,,,,Airport Facility Building is permanently closed,,,10321,1,No,,,,,,,,,,
808,Lake Murray State Park,Other,,,,,Airport Facility Building is permanently closed,,,12936,1,No,,,,,,,,,,
809,Lake Murray State Park,Other,,,,,Airport Facility Building is permanently closed,,,2958,1,No,,,,,,,,,,
810,Lake Murray State Park,Other,,,,,Airport Facility Building is permanently closed,,,5413,1,No,,,,,,,,,,
811,Lake Murray State Park,Other,,,,,Airport Facility Building is permanently closed,,,6500,1,No,,,,,,,,,,
812,Lake Murray State Park,,,,,,,,Rangers Quarters,1063,1,No,,,,,,,,,,
813,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 241,1134,1,No,Usable,Central,Central,Masonry/Concrete,,,,,,
814,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 240,967,1,No,Usable,Central,Central,Masonry/Concrete,,,,,,
816,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 238,923,1,No,Usable,Central,Central,Masonry/Concrete,,,,,,
817,Lake Murray State Park,Cabin,,,,,,3/25/2011,Old CCC,542,1,No,Usable,None,None,Masonry/Concrete,,,,,,
818,Lake Murray State Park,Cabin,,,,,,3/25/2011,Old CCC,183,1,No,Usable,None,None,Masonry/Concrete,,,,,,
819,Lake Murray State Park,Park Office/Visitor Center,,,,,,3/25/2011,Chapel,1930,1,No,Usable,Central,Central,Combination,,,,,,
820,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 250,1311,1,No,Usable,Central,Central,Wood,,,,,,
821,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 251,1714,1,No,Usable,Central,Central,Wood,,,,,,
822,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 249,474,1,No,Usable,Central,Central,Wood,,,,,,
823,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 248,711,1,No,Usable,Central,Central,Wood,,,,,,
824,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 247,717,1,No,Usable,Central,Central,Wood,,,,,,
825,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 246,689,1,No,Usable,Central,Central,Wood,,,,,,
826,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 245,1040,1,No,Usable,Central,Central,Wood,,,,,,
827,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 243,789,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
828,Lake Murray State Park,Cabin,,,,,,3/25/2011,Cabin 244,764,1,No,Usable,Central,Central,Wood,,,,,,
829,Lake Murray State Park,Cabin,,,,,,3/25/2011,Cabin 242,813,1,No,Usable,Central,Central,Wood,,,,,,
830,Lake Murray State Park,Park Office/Visitor Center,,,,,,3/25/2011,Office,5879,1,No,Usable,Central,Central,Combination,,,,,,
831,Lake Murray State Park,Park Office/Visitor Center,,,,,,12/18/2019,Chemical storage,352,1,No,Usable,None,None,Combination,,,,,,
832,Lake Murray State Park,Cabin,,,,,,3/25/2011,Cabin 232,628,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
833,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 231,964,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
834,Lake Murray State Park,Cabin,,,,,,3/25/2011,Cabin 230,684,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
835,Lake Murray State Park,Cabin,Keep,Asphalt,Yes,Yes,Cable is for TV,4/15/2020,Cabin 235,452,1,No,Usable,Window Unit,Window Unit,Wood,Gable,Yes,No,No,No,Yes
836,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 234,537,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
837,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 229,315,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
838,Lake Murray State Park,Cabin,,,,,,3/25/2011,Cabin 233,317,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
839,Lake Murray State Park,Cabin,,,,,,3/25/2011,Cabin 227,483,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
840,Lake Murray State Park,Cabin,,,,,,3/25/2011,Cabin 226,189,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
841,Lake Murray State Park,Cabin,,,,,,3/25/2011,Cabin 225,503,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
842,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 224,436,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
843,Lake Murray State Park,Cabin,,,,,,12/16/2019,Cabin 223,736,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
844,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 221,746,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
845,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 222,247,1,No,Usable,Central,Window Unit,Wood,,,,,,
846,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 220,283,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
847,Lake Murray State Park,Cabin,,,,,,3/25/2011,Cabin 219,542,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
848,Lake Murray State Park,Cabin,,,,,,3/25/2011,Cabin 217,542,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
849,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 218,283,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
850,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 216,283,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
851,Lake Murray State Park,Cabin,,,,,,3/25/2011,Cabin 215,304,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
852,Lake Murray State Park,Maintenance Building,,,,,The house was removed,3/25/2011,Maintntenance,4040,1,No,Usable,Central,Central,Metal,,,,,,
853,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 209,543,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
854,Lake Murray State Park,Cabin,,,,,,3/24/2011,Cabin 282,1651,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
855,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 206,286,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
856,Lake Murray State Park,Cabin,,,,,,3/25/2011,Cabin 205,421,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
857,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 214,295,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
858,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 212,284,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
859,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 210,509,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
860,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 208,399,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
861,Lake Murray State Park,Cabin,,,,,,3/25/2011,Cabin 286,1683,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
862,Lake Murray State Park,Cabin,,,,,,3/25/2011,Cabin 204,414,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
863,Lake Murray State Park,Cabin,,,,,,12/18/2019,Cabin 201,375,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
864,Lake Murray State Park,Cabin,,,,,,3/25/2011,Cabin 203,472,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
