OBJECTID,Park_Name,Functional,Condition,RoofMatrl,Water,Electricty,Comment,InspctDate,BuildName,Area_Sqft,Stories,Sprinkler,HC_Access,Cooling,Heating,wpMaterial,RoofStruct,Sewer,NaturalGas,LPGas,Telephone,Cable
1458,Tenkiller State Park,Storage Building,,,,,,1/19/2014,Marina Storage Building,171,1,No,Non-Accessible,None,None,Metal,,,,,,
1459,Tenkiller State Park,Bathhouse/Comfort Station,,,,,,1/19/2014,Hickory Flats Comfort Station,535,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1460,Tenkiller State Park,Bathhouse/Comfort Station,,,,,,1/18/2014,Tenkiller Kids Pond Comfort Station,513,1,No,Non-Accessible,None,None,Combination,,,,,,
1461,Tenkiller State Park,Other,,,,,Fee Collection Booth,1/18/2014,Fee Collection Booth,154,1,No,Non-Accessible,None,None,Wood,,,,,,
1462,Tenkiller State Park,Bathhouse/Comfort Station,,,,,,1/18/2014,Fishermans Point Comfort Station,768,1,No,Usable,None,None,Combination,,,,,,
1463,Tenkiller State Park,Maintenance Building,,,,,,1/18/2014,Main Maintenance Building,3894,1,No,Non-Accessible,None,None,Metal,,,,,,
1464,Tenkiller State Park,Other,,,,,Employee Lunch Building,1/18/2014,Employee Lunch Building,536,1,No,Non-Accessible,Window Unit,Window Unit,Combination,,,,,,
1465,Tenkiller State Park,Other,,,,,Laundry Building,1/18/2014,Laundry Building,1166,1,No,Non-Accessible,Window Unit,Window Unit,Wood,,,,,,
1466,Tenkiller State Park,Maintenance Building,,,,,,1/18/2014,Maintenance Building,2160,1,No,Non-Accessible,Window Unit,Window Unit,Metal,,,,,,
1467,Tenkiller State Park,Bathhouse/Comfort Station,,,,,,1/18/2014,Fox Squirrel Campground Comfort Station,640,1,No,Accessible,None,None,Masonry/Concrete,,,,,,
1468,Tenkiller State Park,Bathhouse/Comfort Station,,,,,,1/17/2014,Bluff View Comfort Station,650,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1469,Tenkiller State Park,Park Office/Visitor Center,,,,,,1/17/2014,Visitor Center/Park Office,3691,1,No,Accessible,Central,Central,Wood,,,,,,
1470,Tenkiller State Park,Bathhouse/Comfort Station,,,,,,1/17/2014,Swimming Pool,2858,1,No,Accessible,None,None,Masonry/Concrete,,,,,,
1471,Tenkiller State Park,Bathhouse/Comfort Station,,,,,,1/17/2014,Swimming Pool Restroom,216,1,No,Accessible,None,None,Masonry/Concrete,,,,,,
1472,Tenkiller State Park,Storage Building,,,,,,1/17/2014,Chemical Storage Building,59,1,No,Non-Accessible,None,None,Wood,,,,,,
1473,Tenkiller State Park,Nature Center,,,,,,1/17/2014,Nature Center/Residence,4187,1,No,Accessible,Central,Central,Wood,,,,,,
1474,Tenkiller State Park,Bathhouse/Comfort Station,,,,,,10/19/2013,Fishermans Point Comfort Station,466,1,No,Non-Accessible,None,None,Wood,,,,,,
1475,Tenkiller State Park,Cabin,,,,,,10/19/2013,Cabin 1/2,1215,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1476,Tenkiller State Park,Cabin,,,,,,10/19/2013,Cabin 3/4,1492,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1477,Tenkiller State Park,Cabin,,,,,,10/19/2013,Cabin 5/6,1235,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1478,Tenkiller State Park,Cabin,,,,,,10/19/2013,Cabin 7/8,1566,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1479,Tenkiller State Park,Cabin,,,,,,10/19/2013,Cabin 11/12,1531,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1480,Tenkiller State Park,Cabin,,,,,,10/19/2013,Cabin 14,1223,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1481,Tenkiller State Park,Cabin,,,,,,10/19/2013,Cabin 15/16,1334,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1482,Tenkiller State Park,Cabin,,,,,,10/19/2013,Cabin 17/18,1356,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1483,Tenkiller State Park,Cabin,,,,,,10/19/2013,Cabin 19/20,1106,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1484,Tenkiller State Park,Cabin,,,,,,10/19/2013,Cabin 21/22,1334,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1485,Tenkiller State Park,Cabin,,,,,,10/19/2013,Cabin 23/24,1256,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1486,Tenkiller State Park,Cabin,,,,,,10/19/2013,Cabin 25/26,1325,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1487,Tenkiller State Park,Cabin,,,,,10 Rentals,10/20/2013,Courtyard Cabins,4932,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1488,Tenkiller State Park,Community Building,,,,,,10/20/2013,Community Building,2153,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1489,Tenkiller State Park,Cabin,,,,,,10/20/2013,Cabin 27/28,1365,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1490,Tenkiller State Park,Cabin,,,,,,10/20/2013,Cabin 29/30,1644,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1491,Tenkiller State Park,Cabin,,,,,,10/20/2013,Cabin 31/32,1738,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1492,Tenkiller State Park,Cabin,,,,,,10/20/2013,Cabin 33/34,1664,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1493,Tenkiller State Park,Cabin,,,,,,10/20/2013,Cabin 35/36,1728,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1494,Tenkiller State Park,Cabin,,,,,,10/20/2013,Cabin 37/38,1962,1,No,Usable,Central,Central,Wood,,,,,,
1495,Tenkiller State Park,Cabin,,,,,,10/20/2013,Cabin 39/40,1372,1,No,Usable,Central,Central,Wood,,,,,,
1496,Tenkiller State Park,Cabin,,,,,,7/18/2014,9/10,1506,9999,,Non-Accessible,Central,Central,Wood,,,,,,
1497,Tenkiller State Park,Bathhouse/Comfort Station,,,,,,7/18/2014,Restroom,205,1,,Accessible,,,Combination,,,,,,
1498,Tenkiller State Park,Other,,,,,,7/18/2014,Showers,214,1,,Accessible,,,Combination,,,,,,
1499,Robbers Cave State Park,Cabin,,,,,,2/15/2014,Cabin 101,402,1,No,Non-Accessible,Central,Central,Combination,,,,,,
1500,Robbers Cave State Park,Cabin,,,,,,2/15/2014,Cabin 104,410,1,No,Non-Accessible,Central,Central,Combination,,,,,,
1501,Robbers Cave State Park,Cabin,,,,,,2/15/2014,Cabin 107,642,1,No,Non-Accessible,Central,Central,Combination,,,,,,
1502,Robbers Cave State Park,Cabin,,,,,,2/15/2014,Cabin 108,574,1,No,Non-Accessible,Central,Central,Combination,,,,,,
1503,Robbers Cave State Park,Cabin,,,,,,2/15/2014,Cabin 109,685,1,No,Non-Accessible,Central,Central,Combination,,,,,,
1504,Robbers Cave State Park,Cabin,,,,,,2/15/2014,Cabin 110,936,1,No,Non-Accessible,Central,Central,Combination,,,,,,
1505,Robbers Cave State Park,Cabin,,,,,,2/15/2014,Cabin 111,591,1,No,Non-Accessible,Central,Central,Combination,,,,,,
1506,Robbers Cave State Park,Cabin,,,,,,2/15/2014,Cabin 112,903,1,No,Non-Accessible,Central,Central,Combination,,,,,,
1507,Robbers Cave State Park,Cabin,,,,,,2/15/2014,Cabin 113,441,1,No,Non-Accessible,Central,Central,Combination,,,,,,
1508,Robbers Cave State Park,Cabin,,,,,,2/15/2014,Cabin 114,869,1,No,Non-Accessible,Central,Central,Combination,,,,,,
1509,Tenkiller State Park,,,,,,,,,1072,1,No,,,,,,,,,,
1510,Cherokee Landing State Park,Bathhouse/Comfort Station,,,,,,10/18/2013,Creek Area Comfort Station,1275,1,No,Accessible,Central,Central,Masonry/Concrete,,,,,,
1511,Cherokee Landing State Park,Bathhouse/Comfort Station,,,,,,10/19/2013,Cherokee Area Comfort Station,817,1,No,Accessible,Central,Central,Masonry/Concrete,,,,,,
1512,Cherokee Landing State Park,Park Office/Visitor Center,,,,,,10/19/2013,Main Office And Maintenance Building,2476,1,No,Accessible,Central,Central,Metal,,,,,,
1513,Cherokee Landing State Park,Residence,,,,,,10/19/2013,Manager Residence,2846,1,No,Non-Accessible,Central,Central,Combination,,,,,,
1514,Cherokee Landing State Park,Storage Building,,,,,,10/19/2013,Manager Residence Storage Shed,206,1,No,Non-Accessible,None,None,Wood,,,,,,
1515,Cherokee Landing State Park,Bathhouse/Comfort Station,,,,,,7/18/2014,Restroom,609,1,,Usable,None,None,Combination,,,,,,
1516,Greenleaf State Park,Cabin,,,,,,7/22/2014,Cabin 1,503,9999,No,Non-Accessible,Window Unit,Window Unit,Masonry/Concrete,,,,,,
1517,Greenleaf State Park,Cabin,,,,,,7/22/2014,Cabin 2,806,9999,No,Non-Accessible,Window Unit,Window Unit,Masonry/Concrete,,,,,,
1518,Greenleaf State Park,Community Building,,,,,,7/23/2014,,1192,9999,No,Accessible,Window Unit,Central,Wood,,,,,,
1519,Greenleaf State Park,Bathhouse/Comfort Station,,,,,,7/23/2014,Bathroom,822,9999,No,Accessible,Central,Central,Masonry/Concrete,,,,,,
1520,Greenleaf State Park,Cabin,,,,,,7/22/2014,Cabin 3,556,1,No,Non-Accessible,Window Unit,Window Unit,Masonry/Concrete,,,,,,
1521,Greenleaf State Park,Cabin,,,,,,7/22/2014,Cabin 4,563,1,No,Non-Accessible,Window Unit,Window Unit,Masonry/Concrete,,,,,,
1522,Greenleaf State Park,Cabin,,,,,,7/22/2014,Cabin 5,809,1,No,Accessible,Window Unit,Window Unit,Masonry/Concrete,,,,,,
1523,Greenleaf State Park,Cabin,,,,,,7/22/2014,Cabin 6,558,1,No,Non-Accessible,Window Unit,Window Unit,Masonry/Concrete,,,,,,
1524,Greenleaf State Park,Cabin,,,,,,7/22/2014,Cabin 7,653,1,No,Non-Accessible,Window Unit,Window Unit,Masonry/Concrete,,,,,,
1525,Greenleaf State Park,Cabin,,,,,,7/22/2014,Cabin 8,697,1,No,Accessible,Window Unit,Window Unit,Masonry/Concrete,,,,,,
1526,Greenleaf State Park,Cabin,,,,,,7/22/2014,Cabin 9,343,1,No,Non-Accessible,Window Unit,Window Unit,Masonry/Concrete,,,,,,
1527,Greenleaf State Park,Cabin,,,,,,7/22/2014,Cabin 10,656,1,No,Non-Accessible,Window Unit,Window Unit,Masonry/Concrete,,,,,,
1528,Greenleaf State Park,Cabin,,,,,,7/22/2014,Cabin 11,584,1,No,Non-Accessible,Window Unit,Window Unit,Masonry/Concrete,,,,,,
1529,Greenleaf State Park,Cabin,,,,,,7/22/2014,Cabin 12,678,1,No,Non-Accessible,Window Unit,Window Unit,Masonry/Concrete,,,,,,
1530,Greenleaf State Park,Cabin,,,,,,7/22/2014,Cabin 13,522,1,No,Non-Accessible,Window Unit,Window Unit,Masonry/Concrete,,,,,,
1531,Greenleaf State Park,Cabin,,,,,,7/22/2014,Cabin 14,831,1,No,Non-Accessible,Window Unit,Window Unit,Masonry/Concrete,,,,,,
1532,Greenleaf State Park,Bathhouse/Comfort Station,,,,,,7/22/2014,Cabin Area Comfort Station,534,1,No,Non-Accessible,Window Unit,Window Unit,Masonry/Concrete,,,,,,
1533,Greenleaf State Park,Bathhouse/Comfort Station,,,,,,7/23/2014,Pool Building,794,9999,No,Accessible,Window Unit,Window Unit,Wood,,,,,,
1534,Greenleaf State Park,Storage Building,,,,,,7/23/2014,Storage Building,289,1,No,Non-Accessible,None,,Wood,,,,,,
1535,Greenleaf State Park,Storage Building,,,,,Dog Kennel,7/23/2014,Storage Building,22,1,No,Non-Accessible,None,,Metal,,,,,,
1536,Greenleaf State Park,Nature Center,,,,,,8/12/2014,Discovery Center,2595,1,Yes,Accessible,Central,Central,Masonry/Concrete,,,,,,
1537,Greenleaf State Park,Water Treatment Plant,,,,,,8/12/2014,Water Treatment,2317,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1538,Greenleaf State Park,Maintenance Building,,,,,,8/13/2014,Water Treatment Plant,1263,1,No,Non-Accessible,Window Unit,None,Masonry/Concrete,,,,,,
1539,Greenleaf State Park,Storage Building,,,,,Residence Shed,8/13/2014,Shed,223,1,No,Non-Accessible,None,None,Wood,,,,,,
1540,Greenleaf State Park,Residence,,,,,,8/13/2014,Residence,1780,1,No,Non-Accessible,Central,Central,Wood,,,,,,
1541,Greenleaf State Park,Pit /Toilet,,,,,,8/13/2014,Hc Toilet,121,9999,,Accessible,,,,,,,,,
1542,Greenleaf State Park,Residence,,,,,,8/12/2014,Managers House,2243,9999,No,Non-Accessible,Central,Central,Masonry/Concrete,,,,,,
1543,Greenleaf State Park,Cabin,,,,,,8/13/2014,Cabin On The Lake,937,9999,No,Accessible,Central,Central,Wood,,,,,,
1544,Greenleaf State Park,Cabin,,,,,,8/13/2014,Cabin 20,1209,9999,No,Non-Accessible,Central,Central,Masonry/Concrete,,,,,,
1545,Greenleaf State Park,Park Office/Visitor Center,,,,,,8/13/2014,Greenleaf Visitor Center,2292,9999,No,,Central,Central,Masonry/Concrete,,,,,,
1546,Robbers Cave State Park,Bathhouse/Comfort Station,,,,,,7/11/2013,Day Use Area Bathroom,772,1,,Non-Accessible,,,,,,,,,
1547,Lake Thunderbird State Park,Park Office/Visitor Center,,,,,,12/10/2015,,5530,9999,,Usable,Central,Central,Combination,,,,,,
1548,Lake Thunderbird State Park,Storage Building,,,,,,12/10/2015,,636,9999,,Non-Accessible,,,Other,,,,,,
1549,Lake Thunderbird State Park,Other,,,,,Storm Shelter,12/10/2015,,69,9999,,Non-Accessible,,,Other,,,,,,
1550,Lake Thunderbird State Park,Maintenance Building,,,,,,12/10/2015,,284,9999,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1551,Raymond Gary State Park,Bathhouse/Comfort Station,,,,,,3/27/2015,,779,9999,No,Accessible,None,None,Masonry/Concrete,,,,,,
1552,Raymond Gary State Park,Cabin,,,,,"Picnic Table, Grill Pedastal, Fire Pit",3/27/2015,Cabin 1,239,9999,No,Non-Accessible,Window Unit,Window Unit,Wood,,,,,,
1553,Raymond Gary State Park,Cabin,,,,,"Picnic Table, Grill Pedastal, Fire Pit",3/27/2015,Cabin 2,629,9999,No,Non-Accessible,Window Unit,Window Unit,Wood,,,,,,
1554,Raymond Gary State Park,Cabin,,,,,"Picnic Table, Grill Pedastal, Fire Pit",3/27/2015,Cabin 3,452,9999,No,Non-Accessible,Window Unit,Window Unit,Wood,,,,,,
1555,Raymond Gary State Park,Cabin,,,,,"Picnic Table, Grill Pedastal, Fire Pit",3/27/2015,Cabin 4,489,9999,No,Accessible,Window Unit,Window Unit,Wood,,,,,,
1556,Raymond Gary State Park,Cabin,,,,,"Picnic Table, Grill Pedastal, Fire Pit",3/27/2015,Cabin 5,477,9999,No,Accessible,Window Unit,Window Unit,Wood,,,,,,
1557,Raymond Gary State Park,Cabin,,,,,"Picnic Table, Grill Pedastal, Fire Pit",3/27/2015,Cabin 6,454,9999,No,Non-Accessible,Window Unit,Window Unit,Wood,,,,,,
1558,Raymond Gary State Park,Bathhouse/Comfort Station,,,,,,3/27/2015,,736,9999,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1559,Raymond Gary State Park,Storage Building,,,,,,3/27/2015,,778,9999,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1560,Raymond Gary State Park,Storage Building,,,,,,3/27/2015,,209,9999,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1561,Raymond Gary State Park,Maintenance Building,,,,,,3/27/2015,,1934,9999,No,Non-Accessible,None,None,Metal,,,,,,
1562,Raymond Gary State Park,Storage Building,,,,,,3/27/2015,,1108,9999,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1563,Raymond Gary State Park,Water Treatment Plant,,,,,,3/27/2015,,277,9999,No,Non-Accessible,None,None,Metal,,,,,,
1564,Raymond Gary State Park,Park Office/Visitor Center,,,,,,3/27/2015,,1926,9999,No,Non-Accessible,Central,Central,Wood,,,,,,
1565,Lake Eufala State Park,Bathhouse/Comfort Station,,,,,,2/6/2015,,761,9999,No,Accessible,None,None,Masonry/Concrete,,,,,,
1566,Lake Eufala State Park,Bathhouse/Comfort Station,,,,,,2/6/2015,,233,1,No,Accessible,None,None,Masonry/Concrete,,,,,,
1567,Lake Eufala State Park,Bathhouse/Comfort Station,,,,,,2/6/2015,,616,1,No,Accessible,None,None,Masonry/Concrete,,,,,,
1568,Lake Eufala State Park,Bathhouse/Comfort Station,,,,,No Cleanout,1/30/2015,,449,9999,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1569,Lake Eufaula State Park (Fountainhead Area),Yurt,Keep,Other,No,Yes,Asset Number: YU03,1/30/2015,Yurt,268,1,No,Accessible,Window Unit,Window Unit,,Other,No,No,No,No,Yes
1570,Lake Eufala State Park,Bathhouse/Comfort Station,,,,,,1/30/2015,,433,9999,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1571,Lake Eufala State Park,Storage Building,,,,,,2/6/2015,,175,9999,No,Non-Accessible,None,None,Wood,,,,,,
1572,Lake Eufala State Park,Nature Center,,,,,,2/6/2015,,3382,9999,No,Accessible,Central,Central,Metal,,,,,,
1573,Lake Eufala State Park,Nature Center,,,,,,2/6/2015,,275,9999,No,Accessible,Window Unit,Window Unit,Combination,,,,,,
1574,Lake Eufala State Park,Storage Building,,,,,,2/6/2015,,250,9999,No,Accessible,None,None,Metal,,,,,,
1575,Lake Eufala State Park,Residence,,,,,,2/7/2015,,2091,9999,No,Non-Accessible,Central,Central,Combination,,,,,,
1576,Lake Eufala State Park,Other,,,,,Lease Boat Repair,2/7/2015,,7404,9999,No,Non-Accessible,None,None,Metal,,,,,,
1577,Lake Eufala State Park,Bathhouse/Comfort Station,,,,,,2/7/2015,,561,9999,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1578,Lake Eufala State Park,Bathhouse/Comfort Station,,,,,,2/7/2015,,331,9999,No,Accessible,None,None,Masonry/Concrete,,,,,,
1579,Lake Eufaula State Park (Fountainhead Area),Bathhouse/Comfort Station,,,,,,2/7/2015,,914,9999,No,Accessible,None,None,Concrete,,,,,,
1580,Lake Eufaula State Park (Fountainhead Area),Community Building,,,,,,2/7/2015,,1050,9999,No,Non-Accessible,Window Unit,Window Unit,Concrete,,,,,,
1581,Lake Eufala State Park,Park Office/Visitor Center,,,,,,2/7/2015,,2756,9999,No,Accessible,Central,Central,Masonry/Concrete,,,,,,
1582,Lake Eufala State Park,Bathhouse/Comfort Station,,,,,,2/7/2015,,996,9999,No,Accessible,Central,Central,Masonry/Concrete,,,,,,
1583,Lake Eufala State Park,Maintenance Building,,,,,,2/7/2015,,104,9999,No,Non-Accessible,Window Unit,Window Unit,Wood,,,,,,
1584,Lake Eufala State Park,Maintenance Building,,,,,,2/7/2015,,2521,9999,No,Non-Accessible,Window Unit,Window Unit,Metal,,,,,,
1585,Lake Eufala State Park,Storage Building,,,,,,2/7/2015,,535,9999,No,Non-Accessible,None,None,Metal,,,,,,
1586,Lake Eufala State Park,Storage Building,,,,,,2/7/2015,,149,9999,No,Non-Accessible,None,None,Metal,,,,,,
1587,Lake Eufala State Park,Storage Building,,,,,,2/7/2015,,938,9999,No,Non-Accessible,None,None,Metal,,,,,,
1588,Lake Eufala State Park,Storage Building,,,,,,2/7/2015,,147,9999,No,Non-Accessible,None,None,Metal,,,,,,
1589,Lake Eufala State Park,Storage Building,,,,,,2/7/2015,,191,9999,No,Non-Accessible,Window Unit,Window Unit,Wood,,,,,,
1590,Lake Eufala State Park,Storage Building,,,,,,2/7/2015,,248,9999,No,Non-Accessible,None,None,Metal,,,,,,
1591,Lake Eufala State Park,Residence,,,,,,2/7/2015,,2380,9999,No,Non-Accessible,Central,Central,Masonry/Concrete,,,,,,
1592,Lake Eufala State Park,Storage Building,,,,,,2/7/2015,,409,9999,No,Non-Accessible,None,None,Metal,,,,,,
1593,Lake Eufala State Park,Bathhouse/Comfort Station,,,,,,3/6/2015,,454,9999,No,Non-Accessible,Window Unit,None,Masonry/Concrete,,,,,,
1594,Lake Eufala State Park,Cabin,,,,,,3/6/2015,253,1224,9999,No,Non-Accessible,Central,Central,Wood,,,,,,
1595,Lake Eufala State Park,Cabin,,,,,,3/6/2015,254,1066,9999,No,Non-Accessible,Central,Central,Wood,,,,,,
1596,Lake Eufala State Park,Cabin,,,,,,3/6/2015,255 & 256,1203,9999,No,Accessible,Central,Central,Combination,,,,,,
1597,Lake Eufala State Park,Cabin,,,,,,3/6/2015,257 & 258,1018,9999,No,Accessible,Central,Central,Combination,,,,,,
1598,Lake Eufala State Park,Cabin,,,,,,3/6/2015,259 & 260,1141,9999,No,Accessible,Central,Central,Combination,,,,,,
1599,Lake Eufala State Park,Cabin,,,,,,3/6/2015,261 & 262,1174,9999,No,Accessible,Central,Central,Combination,,,,,,
1600,Lake Eufaula State Park (Fountainhead Area),Cabin,,,,,,3/6/2015,263 & 264,949,9999,No,Accessible,Central,Central,Combination,,,,,,
1601,Lake Eufala State Park,Clubhouse/Pro shop,,,,,,12/1/1904,,27938,9999,Yes,Non-Accessible,Central,Central,Metal,,,,,,
1602,Lake Eufala State Park,Stable,,,,,,3/6/2015,,6981,9999,No,Accessible,Window Unit,Window Unit,Wood,,,,,,
1603,Lake Eufala State Park,Cabin,,,,,,3/6/2015,,1315,9999,No,Accessible,Window Unit,Window Unit,Wood,,,,,,
1604,Lake Eufala State Park,Cabin,,,,,,3/6/2015,,1336,9999,No,Accessible,Window Unit,Window Unit,Wood,,,,,,
1605,Lake Eufala State Park,Cabin,,,,,,3/6/2015,,1361,9999,No,Accessible,Window Unit,Window Unit,Wood,,,,,,
1606,Lake Eufala State Park,Cabin,,,,,,3/6/2015,,1319,9999,No,Accessible,Window Unit,Window Unit,Wood,,,,,,
1607,Lake Eufala State Park,Community Building,,,,,,3/6/2015,,3854,9999,No,Accessible,Central,Central,Wood,,,,,,
1608,Lake Eufala State Park,Bathhouse/Comfort Station,,,,,,3/6/2015,,1857,9999,No,Accessible,None,None,Combination,,,,,,
1609,Lake Eufala State Park,Cabin,,,,,,3/6/2015,263 & 264,927,9999,No,Accessible,Central,Central,Combination,,,,,,
1610,Lake Eufala State Park,Cabin,,,,,,3/6/2015,263 & 264,936,9999,No,Accessible,Central,Central,Combination,,,,,,
1611,Lake Eufala State Park,Cabin,,,,,,3/6/2015,263 & 264,1024,9999,No,Accessible,Central,Central,Combination,,,,,,
1612,Lake Eufaula State Park (Fountainhead Area),Cabin,,,,,,3/6/2015,263 & 264,1013,9999,No,Accessible,Central,Central,Combination,,,,,,
1613,Lake Eufaula State Park (Fountainhead Area),Cabin,,,,,,3/6/2015,263 & 264,1054,9999,No,Accessible,Central,Central,Combination,,,,,,
1614,Lake Eufala State Park,Residence,,,,,,2/7/2015,,1805,9999,No,Non-Accessible,Central,Central,Combination,,,,,,
1615,Lake Eufala State Park,Residence,,,,,,12/1/1904,,984,9999,No,Non-Accessible,Central,Central,Wood,,,,,,
1616,Lake Eufala State Park,Storage Building,,,,,,12/1/1904,,1057,9999,No,Non-Accessible,Central,Central,Wood,,,,,,
1617,Lake Eufala State Park,Bathhouse/Comfort Station,,,,,No Cleanout,1/30/2015,,444,9999,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1618,Clayton State Park,Bathhouse/Comfort Station,,,,,,3/28/2015,,909,9999,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1619,Clayton State Park,Cabin,,,,,,3/28/2015,Cabin 1,438,9999,No,Non-Accessible,Window Unit,Window Unit,Wood,,,,,,
1620,Clayton State Park,Cabin,,,,,,3/28/2015,Cabin 2,482,9999,No,Accessible,Window Unit,Window Unit,Wood,,,,,,
1621,Clayton State Park,Cabin,,,,,,3/28/2015,Cabin 3,577,9999,No,Accessible,Window Unit,Window Unit,Wood,,,,,,
1622,Clayton State Park,Bathhouse/Comfort Station,,,,,,3/28/2015,,436,9999,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1623,Clayton State Park,Bathhouse/Comfort Station,,,,,,3/28/2015,,757,9999,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1624,Clayton State Park,Cabin,,,,,,3/28/2015,,1584,9999,No,Accessible,Central,Central,Masonry/Concrete,,,,,,
1625,Clayton State Park,Bathhouse/Comfort Station,,,,,,3/28/2015,,848,9999,No,Accessible,None,None,Wood,,,,,,
1626,Clayton State Park,Park Office/Visitor Center,,,,,,3/28/2015,,596,9999,No,Accessible,None,None,Combination,,,,,,
1627,Clayton State Park,Storage Building,,,,,,3/28/2015,,429,9999,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1628,Clayton State Park,Maintenance Building,,,,,,3/28/2015,,1313,9999,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
1629,Clayton State Park,Residence,,,,,,3/28/2015,,1847,9999,No,Non-Accessible,Central,Central,Masonry/Concrete,,,,,,
1630,Clayton State Park,Storage Building,,,,,,3/28/2015,,550,9999,No,Non-Accessible,None,None,Wood,,,,,,
1631,Clayton State Park,Maintenance Building,,,,,,3/28/2015,,1275,9999,No,Non-Accessible,None,None,Metal,,,,,,
1632,Lake Eufaula State Park (Arrowhead Area),Park Office/Visitor Center,,,,,,12/15/2014,Arrowhead State Park Office,3023,9999,No,Accessible,Central,Central,Masonry/Concrete,,,,,,
1633,Lake Eufaula State Park (Arrowhead Area),Storage Building,,,,,,12/15/2014,,1051,9999,No,Non-Accessible,Central,Central,Masonry/Concrete,,,,,,
1634,Lake Eufaula State Park (Arrowhead Area),Maintenance Building,,,,,,12/15/2014,,1651,9999,No,Non-Accessible,Window Unit,Window Unit,Metal,,,,,,
1635,Lake Eufaula State Park (Arrowhead Area),Maintenance Building,,,,,,12/15/2014,,1954,9999,No,Non-Accessible,Window Unit,Window Unit,Metal,,,,,,
1636,Lake Eufaula State Park (Arrowhead Area),Storage Building,,,,,,12/15/2014,,3840,9999,No,Non-Accessible,None,None,Metal,,,,,,
1637,Lake Eufaula State Park (Arrowhead Area),Clubhouse/Pro shop,,,,,,12/15/2014,,3936,9999,No,Accessible,Central,Central,Masonry/Concrete,,,,,,
1638,Lake Eufaula State Park (Arrowhead Area),Bathhouse/Comfort Station,,,,,,12/15/2014,,190,9999,No,Non-Accessible,None,None,Wood,,,,,,
1639,Lake Eufaula State Park (Arrowhead Area),Storage Building,,,,,,12/15/2014,,57,9999,No,Non-Accessible,None,None,Metal,,,,,,
1640,Lake Eufaula State Park (Arrowhead Area),Storage Building,,,,,,12/15/2014,,149,9999,No,Non-Accessible,None,None,Wood,,,,,,
1641,Lake Eufaula State Park (Arrowhead Area),Bathhouse/Comfort Station,,,,,,1/9/2015,5HLV1,885,9999,No,Accessible,None,None,Concrete,,,,,,
1642,Lake Eufaula State Park (Arrowhead Area),Residence,,,,,,1/9/2015,,2209,9999,Yes,Non-Accessible,Central,Central,Combination,,,,,,
1643,Lake Eufaula State Park (Arrowhead Area),Storage Building,,,,,,1/9/2015,,189,9999,Yes,Non-Accessible,None,None,Combination,,,,,,
1644,Lake Eufaula State Park (Arrowhead Area),Maintenance Building,,,,,,1/9/2015,,1747,9999,No,Non-Accessible,None,None,Metal,,,,,,
1645,Lake Eufaula State Park (Arrowhead Area),Maintenance Building,,,,,,1/9/2015,,541,9999,No,Non-Accessible,None,None,Metal,,,,,,
1646,Lake Eufaula State Park (Arrowhead Area),Bathhouse/Comfort Station,,,,,,1/10/2015,,614,9999,No,Accessible,None,None,Masonry/Concrete,,,,,,
1647,Lake Eufaula State Park (Arrowhead Area),Bunkhouse,,,,,,1/10/2015,,1284,9999,No,Accessible,Window Unit,Window Unit,Wood,,,,,,
