OBJECTID,Park_Name,MSName,ServType,Drive,Amps,CampName,InService,CampstNumb,Overnight,Day_use,PicnicT,PT_Cndtn,PT_HC_Accs,PT_Mterial,Grill,GrllCndtn,GrlHC_Accs,Grill_type,CampType,CampHC_Acs,CampPrxmty,Surface,PadCndtn,ElctHokup,ElctCndtn,AreaWater,WatHookup,WaterCndtn,Water_type,SewerHokup,Sew_Cndtn,SewerCover,Shade,Fr_rin_pit,Fr_HC_Aces,LnternPost,InspctDate,Comment,MSType
5083,Beavers Bend State Park,AD011,RV 50S,Back-In,50 Amp,Armadillo Semi-Modern RV Campground,Yes,11,Yes,No,Yes,Keep,Accessible,Wood,Yes,Keep,Usable,Pedestal,Modern,Accessible,Interior,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,Partial,Yes,Accessible,Yes,11/4/2017,"[""566-07254""]",RV
5084,Beavers Bend State Park,AD012,RV 50S,Back-In,50 Amp,Armadillo Semi-Modern RV Campground,Yes,12,Yes,No,Yes,Keep,Accessible,Wood,Yes,Keep,Usable,Pedestal,Modern,Accessible,Interior,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,Full,Yes,Accessible,Yes,11/4/2017,"[""566-07254""]",RV
5085,Beavers Bend State Park,AD017,RV 50S,Pull-Thru,50 Amp,Armadillo Semi-Modern RV Campground,Yes,17,Yes,No,Yes,Keep,Accessible,Wood,Yes,Keep,Usable,Pedestal,Modern,Accessible,Interior,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,Full,Yes,Accessible,Yes,11/4/2017,"[""566-07254""]",RV
5086,Beavers Bend State Park,AD018,RV 50F,Pull-Thru,50 Amp,Armadillo,Yes,18,Yes,No,Yes,Keep,Non-Accessible,Wood,Yes,Keep,Non-Accessible,Pedestal,Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Screw,Partial,Yes,Non-Accessible,Yes,11/4/2017,"Sewer and 30/50-amp electric. Pull through 45' concrete pad, picnic table, grill, fire ring. Not for physical disabilities",RV
5087,Beavers Bend State Park,AD019,RV 50F,Pull-Thru,50 Amp,Armadillo,Yes,19,Yes,No,Yes,Keep,Non-Accessible,Wood,Yes,Keep,Non-Accessible,Pedestal,Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Screw,Partial,Yes,Non-Accessible,Yes,11/4/2017,"Sewer and 30/50-amp electric. Pull through 45' concrete pad, picnic table, grill, fire ring. Not for physical disabilities",RV
5088,Beavers Bend State Park,AD020,RV 50F,Pull-Thru,50 Amp,Armadillo,Yes,20,Yes,No,Yes,Keep,Non-Accessible,Wood,Yes,Keep,Non-Accessible,Pedestal,Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Screw,Partial,Yes,Non-Accessible,Yes,11/4/2017,"Sewer and 30/50-amp electric. Pull through 45' concrete pad, picnic table, grill, fire ring. Not for physical disabilities",RV
5089,Beavers Bend State Park,CY028,Tent,,,Coyote,Yes,C28,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Gravel,Repair,,,No,No,,,,,,None,Yes,Non-Accessible,Yes,11/4/2017,,Tent
5090,Beavers Bend State Park,CY017,Tent,,,Coyote,Yes,C17,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Gravel,Keep,,,No,No,,,,,,Partial,Yes,Non-Accessible,Yes,11/4/2017,,Tent
5091,Beavers Bend State Park,CY016,Tent,,,Coyote,Yes,C16,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Gravel,Keep,,,No,No,,,,,,Partial,Yes,Non-Accessible,Yes,11/4/2017,,Tent
5092,Beavers Bend State Park,CY015,Tent,,,Coyote,Yes,C15,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Gravel,Keep,,,No,No,,,,,,Partial,No,Non-Accessible,Yes,11/4/2017,,Tent
5093,Beavers Bend State Park,CY014,Tent,,,Coyote,Yes,C14,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Gravel,Keep,,,No,No,,,No,,,Partial,Yes,Non-Accessible,Yes,11/4/2017,,Tent
5094,Beavers Bend State Park,CY012,Tent,,,Coyote,Yes,C12,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Gravel,Keep,,,No,No,,,No,,,None,Yes,Non-Accessible,Yes,11/4/2017,,Tent
5095,Sequoyah State Park,CW001,RV 50F,Pull-Thru,50 Amp,Choctaw,Yes,1,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Useable,Pedestal,Modern,Useable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Hatch,Partial,Yes,Usable,Yes,2/6/2018,Handicap Accessible; Max Length: 50FT,RV
5096,Sequoyah State Park,CW002,RV 50F,Pull-Thru,50 Amp,Choctaw,Yes,2,Yes,No,Yes,Keep,Accessible,Concrete,Yes,Keep,Accessible,Pedestal,Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Hatch,Partial,Yes,Accessible,Yes,2/6/2018,Max Length: 50FT,RV
5097,Sequoyah State Park,CW003,RV 50F,Pull-Thru,50 Amp,Choctaw,Yes,3,Yes,No,Yes,Keep,Accessible,Concrete,Yes,Keep,Accessible,Pedestal,Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Hatch,Partial,Yes,Accessible,Yes,2/6/2018,Max Length: 50FT,RV
5098,Sequoyah State Park,CW004,RV 50F,Pull-Thru,50 Amp,Choctaw,Yes,4,Yes,No,Yes,Keep,Accessible,Concrete,Yes,Keep,Accessible,Pedestal,Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Hatch,Partial,Yes,Accessible,Yes,2/6/2018,Max Length: 50FT,RV
5099,Sequoyah State Park,CW005,RV 50F,Pull-Thru,50 Amp,Choctaw,Yes,5,Yes,No,Yes,Keep,Accessible,Concrete,Yes,Keep,Accessible,Pedestal,Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Hatch,Partial,Yes,Accessible,Yes,2/6/2018,Max Length: 50FT,RV
5100,Sequoyah State Park,CW006,RV 50F,Pull-Thru,50 Amp,Choctaw,Yes,6,Yes,No,Yes,Keep,Accessible,Concrete,Yes,Keep,Accessible,Pedestal,Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Hatch,Partial,Yes,Accessible,Yes,2/6/2018,Max Length: 50FT,RV
5101,Sequoyah State Park,CW007,RV 50F,Pull-Thru,50 Amp,Choctaw,Yes,7,Yes,No,Yes,Keep,Accessible,Concrete,Yes,Keep,Accessible,Pedestal,Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Hatch,Partial,Yes,Accessible,Yes,2/6/2018,Max Length: 50FT,RV
5102,Sequoyah State Park,CW008,RV 50F,Pull-Thru,50 Amp,Choctaw,Yes,8,Yes,No,Yes,Keep,Accessible,Concrete,Yes,Keep,Accessible,Pedestal,Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Hatch,Partial,Yes,Accessible,Yes,2/6/2018,Max Length: 50FT,RV
5103,Sequoyah State Park,CW009,RV 50F,Pull-Thru,50 Amp,Choctaw,Yes,9,Yes,No,Yes,Keep,Accessible,Concrete,Yes,Keep,Accessible,Pedestal,Modern,Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Hatch,Partial,Yes,Accessible,Yes,2/6/2018,Max Length: 50 FT,RV
5104,Sequoyah State Park,,Tent,,,Choctaw,No,,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-accessible,Lakeside,Natural,,,,,,,,,,,Full,Yes,Non-accessible,Yes,2/6/2018,,Tent
5105,Sequoyah State Park,CT047,Tent,,,Choctaw,Yes,47,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-accessible,Lakeside,Natural,,,,,,,,,,,Full,Yes,Non-accessible,Yes,2/6/2018,,Tent
5106,Sequoyah State Park,CT045,Tent,,,Choctaw,Yes,45,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-accessible,Lakeside,Natural,,,,,,,,,,,Full,Yes,Non-accessible,Yes,2/6/2018,,Tent
5108,Sequoyah State Park,CW015,RV 50F,Back-In,50 Amp,Choctaw,Yes,15,Yes,No,Yes,Keep,Accessible,Concrete,Yes,Keep,Accessible,Pedestal,Modern,Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Hatch,Partial,Yes,Accessible,Yes,2/6/2018,Max Length: 50FT,RV
5109,Sequoyah State Park,CW016,RV 50F,Back-In,50 Amp,Choctaw,Yes,16,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Useable,Pedestal,Modern,Useable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Hatch,None,Yes,Usable,Yes,2/6/2018,Handicap Accessible,RV
5110,Sequoyah State Park,CW017,RV 50F,Back-In,50 Amp,Choctaw,Yes,17,Yes,No,Yes,Keep,Accessible,Concrete,Yes,Keep,Accessible,Pedestal,Modern,Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Hatch,Partial,Yes,Accessible,Yes,2/6/2018,Max Length: 50FT,RV
5111,Sequoyah State Park,CW018,RV 50F,Back-In,50 Amp,Choctaw,Yes,18,Yes,No,Yes,Keep,Accessible,Concrete,Yes,Keep,Accessible,Pedestal,Modern,Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Hatch,Partial,Yes,Accessible,Yes,2/6/2018,Max Length: 50FT,RV
5112,Sequoyah State Park,CW019,RV 50F,Back-In,50 Amp,Choctaw,Yes,19,Yes,No,Yes,Keep,Accessible,Concrete,Yes,Keep,Accessible,Pedestal,Modern,Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Hatch,Partial,Yes,Accessible,Yes,2/6/2018,Max Length: 50FT,RV
5113,Sequoyah State Park,CW020,RV 50F,Back-In,50 Amp,Choctaw,Yes,20,Yes,No,Yes,Keep,Accessible,Concrete,Yes,Keep,Accessible,Pedestal,Modern,Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Hatch,Partial,Yes,Accessible,Yes,2/6/2018,Max Length: 50FT,RV
5114,Sequoyah State Park,CW021,RV 50F,Back-In,50 Amp,Choctaw,Yes,21,Yes,No,Yes,Keep,Accessible,Concrete,Yes,Keep,Accessible,Pedestal,Modern,Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Hatch,Partial,Yes,Accessible,Yes,2/6/2018,Max Length: 50FT,RV
5115,Sequoyah State Park,CW022,RV 50F,Back-In,50 Amp,Choctaw,Yes,22,Yes,No,Yes,Keep,Accessible,Concrete,Yes,Keep,Accessible,Pedestal,Modern,Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Hatch,Partial,Yes,Accessible,Yes,2/6/2018,Max Length: 50FT,RV
5116,Sequoyah State Park,CW023,RV 50F,Back-In,50 Amp,Choctaw,Yes,23,Yes,No,Yes,Keep,Accessible,Concrete,Yes,Keep,Accessible,Pedestal,Modern,Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Hatch,Partial,Yes,Accessible,Yes,2/6/2018,Max Length: 50FT,RV
5117,Sequoyah State Park,CW024,RV 50F,Back-In,50 Amp,Choctaw,Yes,24,Yes,No,Yes,Keep,Accessible,Concrete,Yes,Keep,Accessible,Pedestal,Modern,Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Hatch,Partial,Yes,Accessible,Yes,2/6/2018,Max Length: 50FT,RV
5118,Sequoyah State Park,CW010,RV 50F,Pull-Thru,50 Amp,Choctaw,Yes,10,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Useable,Pedestal,Modern,Useable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Hatch,Partial,Yes,Usable,Yes,2/6/2018,Handicap Accessible; Max Length: 50 FT,RV
5119,Sequoyah State Park,CW011,RV 50F,Pull-Thru,50 Amp,Choctaw,Yes,11,Yes,No,Yes,Keep,Accessible,Concrete,Yes,Keep,Accessible,Pedestal,Modern,Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Hatch,Partial,Yes,Accessible,Yes,2/6/2018,Max Length: 50 FT,RV
5120,Sequoyah State Park,CW012,RV 50F,Pull-Thru,50 Amp,Choctaw,Yes,12,Yes,No,Yes,Keep,Accessible,Concrete,Yes,Keep,Accessible,Pedestal,Modern,Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Hatch,Partial,Yes,Accessible,Yes,2/6/2018,Max Length: 50 FT,RV
5121,Sequoyah State Park,CW013,RV 50F,Pull-Thru,50 Amp,Choctaw,Yes,13,Yes,No,Yes,Keep,Accessible,Concrete,Yes,Keep,Accessible,Pedestal,Modern,Accessible,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Hatch,Partial,Yes,Accessible,Yes,2/6/2018,Max Length: 50 FT,RV
5122,Osage Hills State Park,WT0DT,Tent,,,Wall Tent,Yes,Darling,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Non-accessible,Pedestal,Unimproved,Non-accessible,Interior,Gravel,Keep,,,No,No,,,No,,,Full,Yes,Usable,Yes,5/13/2018,,Tent
5123,Osage Hills State Park,WT0FT,Tent,,,Wall Tent,Yes,Farmer,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Non-accessible,Pedestal,Unimproved,Non-accessible,Interior,Gravel,Keep,,,No,No,,,No,,,Partial,Yes,Usable,No,5/13/2018,,Tent
5127,Lake Murray State Park,MS005,RV 50F,Pull-Thru,50 Amp,Martin's Landing,Yes,5,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Screw,Partial,Yes,Non-Accessible,Yes,7/28/2010,,RV
5128,Lake Murray State Park,MS003,RV 50F,Pull-Thru,50 Amp,Martin's Landing,Yes,3,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Screw,Partial,Yes,Non-Accessible,Yes,7/28/2010,,RV
5129,Lake Murray State Park,MS041,Tent,,,Martin's Landing,Yes,41,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,Potable,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,Tent
5130,Lake Murray State Park,MS042,Tent,,,Martin's Landing,Yes,42,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,Potable,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,Tent
5131,Lake Murray State Park,MS043,Tent,,,Martin's Landing,Yes,43,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,Potable,No,,,Partial,Yes,,Yes,12/17/2019,,Tent
5132,Lake Murray State Park,MS044,Tent,,,Martin's Landing,Yes,44,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,Potable,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,Tent
5133,Lake Murray State Park,MS039,Tent,,,Martin's Landing,Yes,39,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,Potable,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,Tent
5134,Lake Murray State Park,MS040,Tent,,,Martin's Landing,Yes,40,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,Potable,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,Tent
5135,Lake Murray State Park,MS038,Tent,,,Martin's Landing,Yes,38,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,Potable,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,Tent
5136,Lake Murray State Park,MS037,Tent,,,Martin's Landing,Yes,37,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,Tent
5137,Lake Murray State Park,MS036,Tent,,,Martin's Landing,Yes,36,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,Tent
5138,Lake Murray State Park,MS035,Tent,,,Martin's Landing,Yes,35,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,Tent
5139,Lake Murray State Park,MS034,Tent,,,Martin's Landing,Yes,34,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,Tent
5140,Lake Murray State Park,MS033,Tent,,,Martin's Landing,Yes,33,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,Tent
5141,Lake Murray State Park,MS032,Tent,,,Martin's Landing,Yes,32,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,Tent
5142,Lake Murray State Park,MS031,Tent,,,Martin's Landing,Yes,31,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,Tent
5143,Lake Murray State Park,MS030,Tent,,,Martin's Landing,Yes,30,Yes,No,Yes,Keep,Non-Accessible,Concrete,No,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,Tent
5144,Lake Murray State Park,MS029,RV 50S,Back-In,50 Amp,Martin's Landing,Yes,29,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Keep,Yes,Keep,Yes,Yes,Keep,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
5145,Lake Murray State Park,MS028,RV 50S,Back-In,50 Amp,Martin's Landing,Yes,28,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
5146,Lake Murray State Park,MS027,RV 50S,Back-In,50 Amp,Martin's Landing,Yes,27,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Keep,Yes,Keep,Yes,Yes,Keep,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
5147,Lake Murray State Park,MS026,RV 50S,Pull-Thru,50 Amp,Martin's Landing,Yes,26,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Keep,Yes,Keep,Yes,Yes,Keep,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
5148,Lake Murray State Park,MS025,RV 50S,Back-In,50 Amp,Martin's Landing,Yes,25,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Keep,Yes,Keep,Yes,Yes,Keep,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
5149,Lake Murray State Park,MS024,RV 50S,Back-In,50 Amp,Martin's Landing,Yes,24,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
5150,Lake Murray State Park,MS023,RV 50S,Back-In,50 Amp,Martin's Landing,Yes,23,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
5151,Lake Murray State Park,MS022,RV 50S,Back-In,50 Amp,Martin's Landing,Yes,22,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
5152,Lake Murray State Park,MS021,RV 50S,Back-In,50 Amp,Martin's Landing,Yes,21,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
5153,Lake Murray State Park,MS020,RV 50S,Back-In,50 Amp,Martin's Landing,Yes,20,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
5154,Lake Murray State Park,MS019,RV 50S,Back-In,50 Amp,Martin's Landing,Yes,19,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
5155,Lake Murray State Park,MS016,RV 50S,Pull-Thru,50 Amp,Martin's Landing,Yes,16,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
5156,Lake Murray State Park,MS017,RV 50S,Back-In,50 Amp,Martin's Landing,Yes,17,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
5157,Lake Murray State Park,MS015,RV 50S,Back-In,50 Amp,Martin's Landing,Yes,15,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
5158,Lake Murray State Park,MS014,RV 50S,Back-In,50 Amp,Martin's Landing,Yes,14,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
5159,Lake Murray State Park,MS013,RV 50S,Back-In,50 Amp,Martin's Landing,Yes,13,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
5160,Lake Murray State Park,MS012,RV 50S,Back-In,50 Amp,Martin's Landing,Yes,12,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
5161,Lake Murray State Park,MS010,RV 50S,Back-In,50 Amp,Martin's Landing,Yes,10,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,Potable,No,,,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
5162,Lake Murray State Park,MS009,RV 50F,Back-In,50 Amp,Martin's Landing,Yes,9,Yes,No,Yes,Keep,Non-Accessible,Metal,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Lakeside,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,Potable,Yes,Keep,Screw,Partial,Yes,Non-Accessible,Yes,12/17/2019,,RV
